x;y
[m];[m]
0;0.003330558
1.00E-06;0.003222897
2.00E-06;0.003012733
3.00E-06;0.003155021
4.00E-06;0.003139609
5.00E-06;0.003237601
6.00E-06;0.002942564
7.00E-06;0.003309777
8.00E-06;0.003639105
9.00E-06;0.003309758
1.00E-05;0.003530823
1.10E-05;0.003314191
1.20E-05;0.003169525
1.30E-05;0.003019641
1.40E-05;0.003174885
1.50E-05;0.003243707
1.60E-05;0.003458045
1.70E-05;0.003197778
1.80E-05;0.003081058
1.90E-05;0.003157018
2.00E-05;0.003088597
2.10E-05;0.002960049
2.20E-05;0.003236818
2.30E-05;0.00299415
2.40E-05;0.003176987
2.50E-05;0.003171197
2.60E-05;0.003134316
2.70E-05;0.003546531
2.80E-05;0.003037174
2.90E-05;0.002908206
3.00E-05;0.003125248
3.10E-05;0.002691822
3.20E-05;0.002734168
3.30E-05;0.002971839
3.40E-05;0.003171292
3.50E-05;0.003274186
3.60E-05;0.003124283
3.70E-05;0.002940854
3.80E-05;0.003171846
3.90E-05;0.003280196
4.00E-05;0.003102623
4.10E-05;0.003267306
4.20E-05;0.00323163
4.30E-05;0.002895899
4.40E-05;0.003153224
4.50E-05;0.002841572
4.60E-05;0.002475592
4.70E-05;0.00247392
4.80E-05;0.002677529
4.90E-05;0.002795404
5.00E-05;0.00250952
5.10E-05;0.002839279
5.20E-05;0.002636501
5.30E-05;0.003027963
5.40E-05;0.002923455
5.50E-05;0.00276718
5.60E-05;0.002851165
5.70E-05;0.002795929
5.80E-05;0.002901623
5.90E-05;0.002747908
6.00E-05;0.003188586
6.10E-05;0.003257972
6.20E-05;0.003030151
6.30E-05;0.003181105
6.40E-05;0.003268797
6.50E-05;0.003585972
6.60E-05;0.003314105
6.70E-05;0.003412346
6.80E-05;0.00371645
6.90E-05;0.003421012
7.00E-05;0.003550696
7.10E-05;0.003615104
7.20E-05;0.00399341
7.30E-05;0.004049123
7.40E-05;0.003766134
7.50E-05;0.003794826
7.60E-05;0.004289488
7.70E-05;0.00450204
7.80E-05;0.004275108
7.90E-05;0.004482587
8.00E-05;0.004328958
8.10E-05;0.004545867
8.20E-05;0.004490326
8.30E-05;0.004462159
8.40E-05;0.004071471
8.50E-05;0.003844224
8.60E-05;0.003826662
8.70E-05;0.003668256
8.80E-05;0.00392067
8.90E-05;0.003709485
9.00E-05;0.003529122
9.10E-05;0.003387628
9.20E-05;0.003556897
9.30E-05;0.003559687
9.40E-05;0.003822821
9.50E-05;0.003726291
9.60E-05;0.003687165
9.70E-05;0.003779529
9.80E-05;0.003334151
9.90E-05;0.003287123
0.0001;0.003252392
0.000101;0.003659409
0.000102;0.00323463
0.000103;0.003261459
0.000104;0.003536212
0.000105;0.003245637
0.000106;0.003166142
0.000107;0.00311319
0.000108;0.00323162
0.000109;0.002989353
0.00011;0.003002185
0.000111;0.003100034
0.000112;0.002776132
0.000113;0.002821431
0.000114;0.002769931
0.000115;0.002914741
0.000116;0.002977544
0.000117;0.003105833
0.000118;0.003015533
0.000119;0.002521893
0.00012;0.002702906
0.000121;0.002834329
0.000122;0.002915849
0.000123;0.00284826
0.000124;0.002648865
0.000125;0.002681303
0.000126;0.002802083
0.000127;0.002793512
0.000128;0.002734847
0.000129;0.002745271
0.00013;0.002945125
0.000131;0.002929933
0.000132;0.003066631
0.000133;0.002887405
0.000134;0.002905645
0.000135;0.002891915
0.000136;0.002750583
0.000137;0.002790588
0.000138;0.002474292
0.000139;0.002916623
0.00014;0.003093909
0.000141;0.002997427
0.000142;0.002722024
0.000143;0.002870475
0.000144;0.002876847
0.000145;0.002815765
0.000146;0.002899568
0.000147;0.002924468
0.000148;0.002676602
0.000149;0.00299564
0.00015;0.002909314
0.000151;0.002955243
0.000152;0.002987538
0.000153;0.00285449
0.000154;0.003264173
0.000155;0.003340992
0.000156;0.003221664
0.000157;0.00296862
0.000158;0.003094635
0.000159;0.003167442
0.00016;0.003118522
0.000161;0.003069
0.000162;0.003159349
0.000163;0.003009666
0.000164;0.003168674
0.000165;0.003032397
0.000166;0.003106445
0.000167;0.003105977
0.000168;0.003010077
0.000169;0.003100913
0.00017;0.003417515
0.000171;0.003360445
0.000172;0.003292531
0.000173;0.003396542
0.000174;0.003153387
0.000175;0.003295617
0.000176;0.00335626
0.000177;0.003355648
0.000178;0.003103005
0.000179;0.003169677
0.00018;0.003078918
0.000181;0.003092591
0.000182;0.003035769
0.000183;0.003414084
0.000184;0.003283817
0.000185;0.003197644
0.000186;0.003361028
0.000187;0.003188987
0.000188;0.002885275
0.000189;0.003188825
0.00019;0.003428608
0.000191;0.003322484
