x;y
[m];[m]
0;0.01718288
1.00E-06;0.01845031
2.00E-06;0.019222026
3.00E-06;0.017548421
4.00E-06;0.017035357
5.00E-06;0.018975364
6.00E-06;0.018671423
7.00E-06;0.017411331
8.00E-06;0.01861764
9.00E-06;0.017759119
1.00E-05;0.016754145
1.10E-05;0.015467387
1.20E-05;0.016407857
1.30E-05;0.017165921
1.40E-05;0.015969176
1.50E-05;0.016108998
1.60E-05;0.018108474
1.70E-05;0.016762859
1.80E-05;0.017021149
1.90E-05;0.017412946
2.00E-05;0.016882416
2.10E-05;0.017680303
2.20E-05;0.018472237
2.30E-05;0.017746373
2.40E-05;0.017840706
2.50E-05;0.017477535
2.60E-05;0.018098881
2.70E-05;0.017300832
2.80E-05;0.017347563
2.90E-05;0.017233644
3.00E-05;0.016978182
3.10E-05;0.016767445
3.20E-05;0.018340374
3.30E-05;0.018287709
3.40E-05;0.018333409
3.50E-05;0.018431057
3.60E-05;0.018269632
3.70E-05;0.018809735
3.80E-05;0.018556461
3.90E-05;0.019317773
4.00E-05;0.018818019
4.10E-05;0.018224066
4.20E-05;0.017578776
4.30E-05;0.017650951
4.40E-05;0.018106496
4.50E-05;0.017095952
4.60E-05;0.017610784
4.70E-05;0.017145292
4.80E-05;0.016771496
4.90E-05;0.016840252
5.00E-05;0.016381783
5.10E-05;0.017885536
5.20E-05;0.01864788
5.30E-05;0.019023568
5.40E-05;0.018817752
5.50E-05;0.018110203
5.60E-05;0.017640164
5.70E-05;0.018286448
5.80E-05;0.016749196
5.90E-05;0.016664991
6.00E-05;0.017159586
6.10E-05;0.018179589
6.20E-05;0.017863322
6.30E-05;0.017248023
6.40E-05;0.01699646
6.50E-05;0.01480315
6.60E-05;0.014486233
6.70E-05;0.015179592
6.80E-05;0.01584981
6.90E-05;0.015472508
7.00E-05;0.016170826
7.10E-05;0.01689027
7.20E-05;0.016151784
7.30E-05;0.015977861
7.40E-05;0.015659855
7.50E-05;0.014698957
7.60E-05;0.015077692
7.70E-05;0.016571146
7.80E-05;0.01745898
7.90E-05;0.017529206
8.00E-05;0.017838394
8.10E-05;0.016685486
8.20E-05;0.015248663
8.30E-05;0.017207435
8.40E-05;0.015317876
8.50E-05;0.016027154
8.60E-05;0.014725681
8.70E-05;0.014897177
8.80E-05;0.016626018
8.90E-05;0.017065597
9.00E-05;0.016114359
9.10E-05;0.015778208
9.20E-05;0.016302413
9.30E-05;0.016245859
9.40E-05;0.016915809
9.50E-05;0.015676384
9.60E-05;0.015630054
9.70E-05;0.014434026
9.80E-05;0.015520109
9.90E-05;0.015536151
0.0001;0.016385691
0.000101;0.018041582
0.000102;0.016781863
0.000103;0.017960951
0.000104;0.017255935
0.000105;0.017780244
0.000106;0.018711963
0.000107;0.01785842
0.000108;0.017583276
0.000109;0.018834233
0.00011;0.017276152
0.000111;0.017999513
0.000112;0.018249949
0.000113;0.018115917
0.000114;0.018550413
0.000115;0.018219375
0.000116;0.019995291
0.000117;0.017763944
0.000118;0.017067336
0.000119;0.017509409
0.00012;0.01754093
0.000121;0.017649136
0.000122;0.018840778
0.000123;0.017696632
0.000124;0.016869728
0.000125;0.017033589
0.000126;0.017428252
0.000127;0.017942233
0.000128;0.018702809
0.000129;0.018494299
0.00013;0.018581074
0.000131;0.019426467
0.000132;0.018813184
0.000133;0.01900828
0.000134;0.01830356
0.000135;0.018697755
0.000136;0.017707983
0.000137;0.018314739
0.000138;0.017889052
0.000139;0.017343598
0.00014;0.017034162
0.000141;0.017306087
0.000142;0.017269732
0.000143;0.016405669
0.000144;0.017161717
0.000145;0.01648052
0.000146;0.017690374
0.000147;0.01853933
0.000148;0.017398843
0.000149;0.016776283
0.00015;0.017613564
0.000151;0.017685338
0.000152;0.016796969
0.000153;0.018348333
0.000154;0.017235488
0.000155;0.016751097
0.000156;0.016892678
0.000157;0.015794795
0.000158;0.017370533
0.000159;0.015720412
0.00016;0.016515538
0.000161;0.015478977
0.000162;0.014801325
0.000163;0.015894364
0.000164;0.015866588
0.000165;0.016350052
0.000166;0.017941708
0.000167;0.017838871
0.000168;0.018579717
0.000169;0.018935589
0.00017;0.017589802
0.000171;0.01792172
0.000172;0.019281428
0.000173;0.018426891
0.000174;0.017515839
0.000175;0.017320639
0.000176;0.016275125
0.000177;0.017401002
0.000178;0.017537595
0.000179;0.016564496
0.00018;0.015919081
0.000181;0.015960281
0.000182;0.01608944
0.000183;0.015765969
0.000184;0.017448097
0.000185;0.016262656
0.000186;0.015923075
0.000187;0.017854226
0.000188;0.017693651
0.000189;0.015938468
0.00019;0.015971326
0.000191;0.01590045
0.000192;0.014573466
0.000193;0.015616362
0.000194;0.016173569
0.000195;0.016319659
0.000196;0.016018516
0.000197;0.01738797
0.000198;0.016461994
0.000199;0.015662655
0.0002;0.017803749
0.000201;0.017259269
0.000202;0.016579802
0.000203;0.015250602
0.000204;0.015768997
0.000205;0.016319038
0.000206;0.017915012
0.000207;0.019171033
0.000208;0.019291852
0.000209;0.018841457
0.00021;0.019517274
0.000211;0.019382277
0.000212;0.017575623
0.000213;0.018233468
0.000214;0.016936686
0.000215;0.0149413
0.000216;0.017131256
0.000217;0.017038204
0.000218;0.019009952
0.000219;0.016626916
0.00022;0.018332281
0.000221;0.01736608
0.000222;0.01704579
0.000223;0.018309427
0.000224;0.017213703
0.000225;0.018242229
0.000226;0.016848287
0.000227;0.016963497
0.000228;0.018636567
0.000229;0.017652174
0.00023;0.017995605
0.000231;0.019736867
0.000232;0.019318719
0.000233;0.017247641
0.000234;0.018203877
0.000235;0.018412703
0.000236;0.01974862
0.000237;0.02041793
0.000238;0.02014613
0.000239;0.021020798
0.00024;0.019569021
0.000241;0.01911661
0.000242;0.018783737
0.000243;0.019199611
0.000244;0.019167326
0.000245;0.020019665
