x;y
[m];[m]
0;0.007025739
1.00E-06;0.006649039
2.00E-06;0.006803833
3.00E-06;0.006927203
4.00E-06;0.006911027
5.00E-06;0.007090357
6.00E-06;0.007121276
7.00E-06;0.006871308
8.00E-06;0.006808515
9.00E-06;0.006673451
1.00E-05;0.007113164
1.10E-05;0.007424463
1.20E-05;0.007019357
1.30E-05;0.006807435
1.40E-05;0.005687491
1.50E-05;0.006230767
1.60E-05;0.006415161
1.70E-05;0.007354915
1.80E-05;0.006704647
1.90E-05;0.006245251
2.00E-05;0.006393912
2.10E-05;0.006683044
2.20E-05;0.006810158
2.30E-05;0.006485817
2.40E-05;0.00646046
2.50E-05;0.006423072
2.60E-05;0.00674449
2.70E-05;0.006680435
2.80E-05;0.006247907
2.90E-05;0.006311579
3.00E-05;0.006568025
3.10E-05;0.006186051
3.20E-05;0.005963973
3.30E-05;0.006177414
3.40E-05;0.006462447
3.50E-05;0.006094642
3.60E-05;0.006261227
3.70E-05;0.006391972
3.80E-05;0.006056242
3.90E-05;0.006070631
4.00E-05;0.006006797
4.10E-05;0.006285237
4.20E-05;0.006168547
4.30E-05;0.006138383
4.40E-05;0.005641428
4.50E-05;0.005991739
4.60E-05;0.006431299
4.70E-05;0.006176076
4.80E-05;0.00564783
4.90E-05;0.005795707
5.00E-05;0.005602828
5.10E-05;0.005606411
5.20E-05;0.005488736
5.30E-05;0.005231248
5.40E-05;0.005192285
5.50E-05;0.005222965
5.60E-05;0.005408515
5.70E-05;0.005289933
5.80E-05;0.005063985
5.90E-05;0.005139849
6.00E-05;0.005432192
6.10E-05;0.005671869
6.20E-05;0.005542614
6.30E-05;0.004993558
6.40E-05;0.005137403
6.50E-05;0.005086324
6.60E-05;0.00537431
6.70E-05;0.005630803
6.80E-05;0.005775355
6.90E-05;0.005739277
7.00E-05;0.005690864
7.10E-05;0.005797474
7.20E-05;0.006311579
7.30E-05;0.006204854
7.40E-05;0.00625687
7.50E-05;0.006332581
7.60E-05;0.006044136
7.70E-05;0.00584305
7.80E-05;0.005797942
7.90E-05;0.00613436
8.00E-05;0.006018386
8.10E-05;0.006130653
8.20E-05;0.006654839
8.30E-05;0.006123134
8.40E-05;0.006338352
8.50E-05;0.006056892
8.60E-05;0.006030253
8.70E-05;0.006337119
8.80E-05;0.006363576
8.90E-05;0.006207453
9.00E-05;0.006389946
9.10E-05;0.006476377
9.20E-05;0.006081218
9.30E-05;0.006139663
9.40E-05;0.006167362
9.50E-05;0.006771157
9.60E-05;0.006878713
9.70E-05;0.006889844
9.80E-05;0.006094403
9.90E-05;0.007089832
0.0001;0.007148526
0.000101;0.006723641
0.000102;0.006293091
0.000103;0.006224355
0.000104;0.006448688
0.000105;0.006576825
0.000106;0.00673461
0.000107;0.007233132
0.000108;0.006730473
0.000109;0.006761134
0.00011;0.006163406
0.000111;0.006236318
0.000112;0.00626565
0.000113;0.006382035
0.000114;0.005938883
0.000115;0.005915369
0.000116;0.006063131
0.000117;0.005584941
0.000118;0.005786419
0.000119;0.005893297
0.00012;0.005780381
0.000121;0.005786028
0.000122;0.006007513
0.000123;0.005722786
