x [m],y [m]
0,0.0075357934
1e-06,0.0075600048
2e-06,0.0078956585
3e-06,0.0076409324
4e-06,0.007341462
5e-06,0.0068384114
6e-06,0.0081079334
7e-06,0.0085582616
8e-06,0.0090746314
9e-06,0.0092775045
1e-05,0.0088361195
1.1e-05,0.0085267792
1.2e-05,0.0081286956
1.3e-05,0.0088015126
1.4e-05,0.0086959437
1.5e-05,0.0082954619
1.6e-05,0.0090890971
1.7e-05,0.0084127639
1.8e-05,0.008405254
1.9e-05,0.0086771688
2e-05,0.0088971735
2.1e-05,0.0084971121
2.2e-05,0.00820111
2.3e-05,0.0076494742
2.4e-05,0.0088135897
2.5e-05,0.008510737
2.6e-05,0.0083853517
2.7e-05,0.0082053905
2.8e-05,0.0080771484
2.9e-05,0.0079464222
3e-05,0.0078282698
3.1e-05,0.0086175003
3.2e-05,0.0095327179
3.3e-05,0.0089055433
3.4e-05,0.0090601657
3.5e-05,0.0088165612
3.6e-05,0.0085821577
3.7e-05,0.0083811859
3.8e-05,0.0086653307
3.9e-05,0.0085581374
4e-05,0.0084708369
4.1e-05,0.0090510219
4.2e-05,0.0084393353
4.3e-05,0.0085903269
4.4e-05,0.0089007373
4.5e-05,0.0091312138
4.6e-05,0.0094192568
4.7e-05,0.0095338549
4.8e-05,0.0094293752
4.9e-05,0.0089926336
5e-05,0.0081761534
5.1e-05,0.0090483084
5.2e-05,0.0092570099
5.3e-05,0.0090023029
5.4e-05,0.0086135351
5.5e-05,0.0081786376
5.6e-05,0.0080881649
5.7e-05,0.0082454626
5.8e-05,0.0081146981
5.9e-05,0.0089208594
6e-05,0.0085632396
6.1e-05,0.0083472575
6.2e-05,0.0078591025
6.3e-05,0.0079171564
6.4e-05,0.0072762231
6.5e-05,0.0074021147
6.6e-05,0.0079561583
6.7e-05,0.0087822028
6.8e-05,0.0085644912
6.9e-05,0.0087420542
7e-05,0.00794797
7.1e-05,0.0082706486
7.2e-05,0.0077993862
7.3e-05,0.0075308537
7.4e-05,0.0075480806
7.5e-05,0.0083628028
7.6e-05,0.0077708752
7.7e-05,0.0077174458
7.8e-05,0.0083048254
7.9e-05,0.0085685902
8e-05,0.0084447814
8.1e-05,0.0085908142
8.2e-05,0.00855937
8.3e-05,0.0080548766
8.4e-05,0.0081364731
8.5e-05,0.0083723001
8.6e-05,0.0085349388
8.7e-05,0.0075209169
8.8e-05,0.007782035
8.9e-05,0.0080453411
9e-05,0.0085650836
9.1e-05,0.0078366205
9.2e-05,0.0074389382
9.3e-05,0.0084080535
9.4e-05,0.0080333023
9.5e-05,0.0077139774
9.6e-05,0.0075903885
9.7e-05,0.0072108886
9.8e-05,0.0077351123
9.9e-05,0.0079415207
0.0001,0.0072310775
0.000101,0.0069775936
0.000102,0.0073533575
0.000103,0.0071134698
0.000104,0.0065010952
0.000105,0.0075759515
0.000106,0.0081085927
0.000107,0.0079680347
0.000108,0.0076827243
0.000109,0.0069572327
0.00011,0.00680755
0.000111,0.0066466598
0.000112,0.0060478242
0.000113,0.0079438806
0.000114,0.0075176014
0.000115,0.0074986928
0.000116,0.0075129292
0.000117,0.0075915637
0.000118,0.0080195245
0.000119,0.0080224578
0.00012,0.007875976
0.000121,0.0078063706
0.000122,0.0077057987
0.000123,0.0080769096
0.000124,0.0082036038
0.000125,0.0079560819
0.000126,0.0076075104
0.000127,0.0075698556
0.000128,0.0076751857
0.000129,0.0077909303
0.00013,0.0074571207
0.000131,0.0075013777
0.000132,0.0081328614
0.000133,0.0083010131
0.000134,0.0091887899
0.000135,0.0087406593
0.000136,0.0082220155
0.000137,0.008264438
0.000138,0.0084426317
0.000139,0.0083517959
0.00014,0.0079941666
0.000141,0.0075093653
0.000142,0.0081303008
0.000143,0.0081905713
0.000144,0.0076055039
0.000145,0.0079652543
0.000146,0.0078720873
0.000147,0.0085132021
0.000148,0.0080547524
0.000149,0.0078276296
0.00015,0.0075606832
0.000151,0.0082924426
0.000152,0.0088041879
0.000153,0.0080003198
0.000154,0.0081703442
0.000155,0.0082133208
0.000156,0.0082576734
0.000157,0.0081792969
0.000158,0.0081184339
0.000159,0.0078013544
0.00016,0.0084650659
0.000161,0.0080754764
0.000162,0.0077180286
0.000163,0.0080100464
0.000164,0.0075497336
0.000165,0.0069755393
0.000166,0.0065679107
0.000167,0.0071648927
0.000168,0.0072853191
0.000169,0.0071315089
0.00017,0.0069681058
0.000171,0.0076243838
0.000172,0.0077314146
0.000173,0.0075381629
0.000174,0.0074946321
0.000175,0.0080235948
0.000176,0.0072155417
0.000177,0.0074090418
0.000178,0.0071031986
0.000179,0.0070516323
0.00018,0.0069662045
0.000181,0.0068623362
0.000182,0.0067264313
0.000183,0.0067894536
0.000184,0.0071647972
0.000185,0.0074442506
0.000186,0.0074023823
0.000187,0.0071585293
0.000188,0.0073965635
0.000189,0.0072986
0.00019,0.0065424954
0.000191,0.0063724423
0.000192,0.0058054905
0.000193,0.006326198
0.000194,0.0068470679
0.000195,0.0068310448
0.000196,0.0068156141
0.000197,0.0065765098
0.000198,0.0067283136
0.000199,0.0064488888
0.0002,0.0068699895
0.000201,0.0068309111
0.000202,0.0067124434
0.000203,0.00709566
0.000204,0.0070442083
0.000205,0.0070842231
0.000206,0.0065309821
0.000207,0.0062992731
0.000208,0.006445774
0.000209,0.0070959657
0.00021,0.0069837849
0.000211,0.0067954539
0.000212,0.0066196394
0.000213,0.0068308729
0.000214,0.0071182089
0.000215,0.0072372689
0.000216,0.0076852085
0.000217,0.0074610763
0.000218,0.0077220033
0.000219,0.0073608101
0.00022,0.0075431218
0.000221,0.0071935757
0.000222,0.0075359558
0.000223,0.008401843
0.000224,0.0082501443
0.000225,0.0090042903
0.000226,0.0089676005
0.000227,0.008261543
0.000228,0.0074406294
0.000229,0.0078990982
0.00023,0.0084682763
0.000231,0.0082397585
0.000232,0.0083469517
0.000233,0.0081032899
0.000234,0.0077737894
0.000235,0.008517301
0.000236,0.0082053905
0.000237,0.008689007
0.000238,0.0084747161
0.000239,0.008967333
0.00024,0.0084726045
0.000241,0.0086092546
0.000242,0.008770441
0.000243,0.0081847812
0.000244,0.0080913179
0.000245,0.0086019453
0.000246,0.0089498194
0.000247,0.0085769409
0.000248,0.0088697422
0.000249,0.0084297998
0.00025,0.0081980908
0.000251,0.0083655259
0.000252,0.0080146995
0.000253,0.0080284677
0.000254,0.007721602
0.000255,0.0073232032
0.000256,0.007276032
0.000257,0.0075093367
0.000258,0.0080203558
0.000259,0.008146171
0.00026,0.0078745046
0.000261,0.0073334553
0.000262,0.0076879602
0.000263,0.0076038987
0.000264,0.0075212704
0.000265,0.0073293563
0.000266,0.0072001875
0.000267,0.0069070518
